Gene,Non-unique Gene name,Annotation,FF06741431_G.swidsinskii,FF06741441_G.leopoldii,FF06741443_G.vaginalis_A,FF06741449_G.leopoldii,FF06741453_G.vaginalis,FF06741457_G.vaginalis_A,FF06741457_G.vaginalis_E,FF06741459_G.vaginalis_A,FF06741461_G.vaginalis_A,FF06741463_G.piotii,FF06741464_G.swidsinskii,FF06741735_G.sp947289115,FF06741736_G.vaginalis_C,FF06741741_G.swidsinskii,FF06741742_G.swidsinskii,FF06741746_G.sp947289115,FF06741748_G.swidsinskii,FF06741748_G.vaginalis,FF06741749_G.leopoldii,FF06741751_G.swidsinskii,FF06742652_G.swidsinskii,FS42685545_G.vaginalis,FS42685549_G.piotii,FS42685557_G.vaginalis_A,FS42685567_G.vaginalis,FS42685569_G.piotii,FS42685570_G.piotii,FS42685571_G.swidsinskii,FS42685572_G.swidsinskii,FS42685572_G.vaginalis,FS42685575_G.swidsinskii,FS42685576_G.vaginalis_H,FS42685584_G.leopoldii,FS42685584_G.piotii,FS42686173_G.leopoldii,FS42686174_G.piotii,FS42686174_G.swidsinskii,FS42686177_G.swidsinskii,FS42686179_G.piotii,FS42686179_G.swidsinskii,FS42686180_G.vaginalis,FS42686185_G.piotii,FS42686188_G.vaginalis,FS42686194_G.vaginalis,FS42686197_G.leopoldii,FS42686197_G.vaginalis,FS42686200_G.vaginalis_H,FS42686202_G.vaginalis_C,FS42686203_G.swidsinskii,FS42686210_G.swidsinskii,FS42686210_G.vaginalis,FS42686216_G.vaginalis,FS42687147_G.vaginalis,FS42687148_G.leopoldii,FS42687152_G.vaginalis,FS42687153_G.vaginalis_H,FS42687157_G.vaginalis,FS42687160_G.vaginalis,FS42687164_G.leopoldii,FS42687167_G.piotii,FS42687180_G.swidsinskii
gap,gap,Glyceraldehyde-3-phosphate dehydrogenase,FKILNLMM_00508,GIPBMKFD_00795,BFKFBIFC_00436,AFFLGDGC_00733,DCGIHJJB_00782,AIKGDNKA_00184,MAIBJLIG_00618,CEAADGFG_00188,FJPIOAPD_00017,MHMPKAEF_00857,MKDEPHEP_01082,GNEALLOE_00926,JKACDCNN_00346,PONOIEHE_00793,FIBOILMM_00707,APCAEHFD_00906,FLPEIIEP_00783,NBBAMHOG_00312,HINIEJCA_00579,OMIKPLOJ_00809,OPLHJKPH_00992,NBLOMMJF_01109,OLMEONEL_00477,KDJKPMPD_00902,NDDDCALJ_01266,DLEBNMND_00714,GEPBNDCO_01176,DFOKPGIE_00802,BEKPBNEK_00748,EAAKBJBK_01044,FMNIPFCJ_00939,GHGEDPDF_00164,OJJBDPGP_00796,NKJPJJEP_00927,OBLOJFDA_00260,NLALJHLH_00470,MJDADDMM_00028,EDKPEHFM_00616,GKLKKKNA_00325,LGNAKCJL_00679,IDKOCMBL_00412,CFGPDMND_00137,DCIIGEBB_00018,CBECPNCO_00521,HGINDJMA_00494,DBLHLLOB_01379,MMPGJHDA_00435,EPGGAPPC_00431,MGJCNIPK_00787,AKIABIOK_00624,HEOIIJDM_01170,GDFGBGJM_01335,LKPJNLPD_00580,CLLCJGKF_01046,CHHPHLEM_00932,NPJENFAK_00848,ANLJHCED_00577,JMCHCOOD_00482,OBBOBBAE_00453,ODKBPENJ_00927,AMOGCKBM_01053
ribF,ribF,Bifunctional riboflavin kinase/FMN adenylyltransferase,FKILNLMM_00706,GIPBMKFD_00613,BFKFBIFC_00060,AFFLGDGC_00674,DCGIHJJB_01086,AIKGDNKA_00084,MAIBJLIG_00692,CEAADGFG_00826,FJPIOAPD_00618,MHMPKAEF_00586,MKDEPHEP_00536,GNEALLOE_00413,JKACDCNN_01119,PONOIEHE_01172,FIBOILMM_00028,APCAEHFD_00823,FLPEIIEP_01082,NBBAMHOG_01221,HINIEJCA_00880,OMIKPLOJ_00895,OPLHJKPH_00906,NBLOMMJF_01144,OLMEONEL_00420,KDJKPMPD_00473,NDDDCALJ_01223,DLEBNMND_00041,GEPBNDCO_00579,DFOKPGIE_00347,BEKPBNEK_00421,EAAKBJBK_01111,FMNIPFCJ_01182,GHGEDPDF_00880,OJJBDPGP_00260,NKJPJJEP_00227,OBLOJFDA_00809,NLALJHLH_00908,MJDADDMM_00814,EDKPEHFM_00921,GKLKKKNA_00643,LGNAKCJL_00860,IDKOCMBL_00520,CFGPDMND_00885,DCIIGEBB_00366,CBECPNCO_01279,HGINDJMA_00884,DBLHLLOB_01261,MMPGJHDA_00010,EPGGAPPC_00515,MGJCNIPK_01452,AKIABIOK_01010,HEOIIJDM_00521,GDFGBGJM_00884,LKPJNLPD_00945,CLLCJGKF_00126,CHHPHLEM_00528,NPJENFAK_01127,ANLJHCED_01259,JMCHCOOD_00901,OBBOBBAE_00116,ODKBPENJ_00173,AMOGCKBM_00685
group_2080,,putative protein,FKILNLMM_00206,GIPBMKFD_00299,BFKFBIFC_00207,AFFLGDGC_00338,DCGIHJJB_01306,AIKGDNKA_00866,MAIBJLIG_00792,CEAADGFG_00097,FJPIOAPD_00447,MHMPKAEF_00684,MKDEPHEP_00446,GNEALLOE_00544,JKACDCNN_00828,PONOIEHE_01046,FIBOILMM_00119,APCAEHFD_00474,FLPEIIEP_00217,NBBAMHOG_00789,HINIEJCA_00695,OMIKPLOJ_00028,OPLHJKPH_00817,NBLOMMJF_00053,OLMEONEL_00138,KDJKPMPD_00923,NDDDCALJ_01119,DLEBNMND_00137,GEPBNDCO_00482,DFOKPGIE_00255,BEKPBNEK_00957,EAAKBJBK_00993,FMNIPFCJ_00386,GHGEDPDF_00231,OJJBDPGP_00102,NKJPJJEP_00331,OBLOJFDA_01045,NLALJHLH_00441,MJDADDMM_00760,EDKPEHFM_00081,GKLKKKNA_00995,LGNAKCJL_01078,IDKOCMBL_01012,CFGPDMND_00437,DCIIGEBB_00643,CBECPNCO_00562,HGINDJMA_01002,DBLHLLOB_01208,MMPGJHDA_00103,EPGGAPPC_00858,MGJCNIPK_00039,AKIABIOK_00659,HEOIIJDM_01376,GDFGBGJM_00407,LKPJNLPD_01114,CLLCJGKF_00219,CHHPHLEM_01114,NPJENFAK_00246,ANLJHCED_01324,JMCHCOOD_00541,OBBOBBAE_00025,ODKBPENJ_00073,AMOGCKBM_00595
group_2008,,hypothetical protein,FKILNLMM_00205,GIPBMKFD_00300,BFKFBIFC_00206,AFFLGDGC_00339,DCGIHJJB_01305,AIKGDNKA_00867,MAIBJLIG_00793,CEAADGFG_00096,FJPIOAPD_00448,MHMPKAEF_00685,MKDEPHEP_00445,GNEALLOE_00543,JKACDCNN_00829,PONOIEHE_01045,FIBOILMM_00120,APCAEHFD_00475,FLPEIIEP_00216,NBBAMHOG_00790,HINIEJCA_00694,OMIKPLOJ_00029,OPLHJKPH_00816,NBLOMMJF_00052,OLMEONEL_00137,KDJKPMPD_00922,NDDDCALJ_01118,DLEBNMND_00138,GEPBNDCO_00481,DFOKPGIE_00254,BEKPBNEK_00958,EAAKBJBK_00992,FMNIPFCJ_00387,GHGEDPDF_01068,OJJBDPGP_00101,NKJPJJEP_00332,OBLOJFDA_01046,NLALJHLH_00440,MJDADDMM_00761,EDKPEHFM_00082,GKLKKKNA_00996,LGNAKCJL_01077,IDKOCMBL_01011,CFGPDMND_00438,DCIIGEBB_00642,CBECPNCO_00561,HGINDJMA_01003,DBLHLLOB_01207,MMPGJHDA_00104,EPGGAPPC_00859,MGJCNIPK_00040,AKIABIOK_00660,HEOIIJDM_01375,GDFGBGJM_00408,LKPJNLPD_01115,CLLCJGKF_00220,CHHPHLEM_01113,NPJENFAK_00247,ANLJHCED_01323,JMCHCOOD_00542,OBBOBBAE_00024,ODKBPENJ_00072,AMOGCKBM_00594
infC,infC,Translation initiation factor IF-3,FKILNLMM_00511,GIPBMKFD_00792,BFKFBIFC_00434,AFFLGDGC_00730,DCGIHJJB_00784,AIKGDNKA_00186,MAIBJLIG_00615,CEAADGFG_00190,FJPIOAPD_00019,MHMPKAEF_00859,MKDEPHEP_01085,GNEALLOE_00929,JKACDCNN_00349,PONOIEHE_00790,FIBOILMM_00704,APCAEHFD_00903,FLPEIIEP_00786,NBBAMHOG_00314,HINIEJCA_00582,OMIKPLOJ_00812,OPLHJKPH_00989,NBLOMMJF_01107,OLMEONEL_00475,KDJKPMPD_00900,NDDDCALJ_01264,DLEBNMND_00718,GEPBNDCO_01178,DFOKPGIE_00805,BEKPBNEK_00745,EAAKBJBK_01046,FMNIPFCJ_00942,GHGEDPDF_00166,OJJBDPGP_00793,NKJPJJEP_00923,OBLOJFDA_00263,NLALJHLH_00474,MJDADDMM_00025,EDKPEHFM_00619,GKLKKKNA_00327,LGNAKCJL_00676,IDKOCMBL_00415,CFGPDMND_00135,DCIIGEBB_00020,CBECPNCO_00519,HGINDJMA_00497,DBLHLLOB_01381,MMPGJHDA_00433,EPGGAPPC_00434,MGJCNIPK_00784,AKIABIOK_00621,HEOIIJDM_00934,GDFGBGJM_01333,LKPJNLPD_00582,CLLCJGKF_01043,CHHPHLEM_00930,NPJENFAK_00850,ANLJHCED_00575,JMCHCOOD_00480,OBBOBBAE_00450,ODKBPENJ_00925,AMOGCKBM_01056
ftsZ,ftsZ,Cell division protein FtsZ,FKILNLMM_00492,GIPBMKFD_00810,BFKFBIFC_00424,AFFLGDGC_00748,DCGIHJJB_00324,AIKGDNKA_00427,MAIBJLIG_00634,CEAADGFG_00200,FJPIOAPD_00029,MHMPKAEF_01232,MKDEPHEP_01057,GNEALLOE_00911,JKACDCNN_00331,PONOIEHE_00836,FIBOILMM_00722,APCAEHFD_00852,FLPEIIEP_00768,NBBAMHOG_00172,HINIEJCA_00564,OMIKPLOJ_00794,OPLHJKPH_01007,NBLOMMJF_00672,OLMEONEL_00998,KDJKPMPD_00890,NDDDCALJ_00036,DLEBNMND_00940,GEPBNDCO_01092,DFOKPGIE_01200,BEKPBNEK_00763,EAAKBJBK_00690,FMNIPFCJ_00924,GHGEDPDF_01109,OJJBDPGP_00537,NKJPJJEP_00418,OBLOJFDA_00245,NLALJHLH_00557,MJDADDMM_00071,EDKPEHFM_00573,GKLKKKNA_00877,LGNAKCJL_00704,IDKOCMBL_00360,CFGPDMND_00050,DCIIGEBB_00606,CBECPNCO_00776,HGINDJMA_00479,DBLHLLOB_00428,MMPGJHDA_00448,EPGGAPPC_00416,MGJCNIPK_00370,AKIABIOK_01216,HEOIIJDM_00506,GDFGBGJM_00624,LKPJNLPD_00473,CLLCJGKF_01061,CHHPHLEM_00108,NPJENFAK_00835,ANLJHCED_00243,JMCHCOOD_00028,OBBOBBAE_00468,ODKBPENJ_00841,AMOGCKBM_01038
typA,typA,GTP-binding protein TypA/BipA,FKILNLMM_00516,GIPBMKFD_00787,BFKFBIFC_00429,AFFLGDGC_00725,DCGIHJJB_00824,AIKGDNKA_00422,MAIBJLIG_00610,CEAADGFG_00195,FJPIOAPD_00024,MHMPKAEF_00483,MKDEPHEP_01090,GNEALLOE_00934,JKACDCNN_00354,PONOIEHE_00785,FIBOILMM_00699,APCAEHFD_00898,FLPEIIEP_00791,NBBAMHOG_00357,HINIEJCA_00587,OMIKPLOJ_00817,OPLHJKPH_00984,NBLOMMJF_01065,OLMEONEL_00825,KDJKPMPD_00895,NDDDCALJ_00014,DLEBNMND_00869,GEPBNDCO_00890,DFOKPGIE_00810,BEKPBNEK_00740,EAAKBJBK_00959,FMNIPFCJ_00947,GHGEDPDF_00171,OJJBDPGP_00788,NKJPJJEP_00770,OBLOJFDA_00268,NLALJHLH_00665,MJDADDMM_00020,EDKPEHFM_00624,GKLKKKNA_00861,LGNAKCJL_00671,IDKOCMBL_00270,CFGPDMND_00943,DCIIGEBB_00062,CBECPNCO_00480,HGINDJMA_00502,DBLHLLOB_00831,MMPGJHDA_00428,EPGGAPPC_00759,MGJCNIPK_01113,AKIABIOK_00616,HEOIIJDM_01389,GDFGBGJM_01347,LKPJNLPD_00518,CLLCJGKF_01038,CHHPHLEM_00142,NPJENFAK_00932,ANLJHCED_01201,JMCHCOOD_00440,OBBOBBAE_00445,ODKBPENJ_00277,AMOGCKBM_01061
group_657,,hypothetical protein,FKILNLMM_00509,GIPBMKFD_00794,BFKFBIFC_00435,AFFLGDGC_00732,DCGIHJJB_00783,AIKGDNKA_00185,MAIBJLIG_00617,CEAADGFG_00189,FJPIOAPD_00018,MHMPKAEF_00858,MKDEPHEP_01083,GNEALLOE_00927,JKACDCNN_00347,PONOIEHE_00792,FIBOILMM_00706,APCAEHFD_00905,FLPEIIEP_00784,NBBAMHOG_00313,HINIEJCA_00580,OMIKPLOJ_00810,OPLHJKPH_00991,NBLOMMJF_01108,OLMEONEL_00476,KDJKPMPD_00901,NDDDCALJ_01265,DLEBNMND_00717,GEPBNDCO_01177,DFOKPGIE_00803,BEKPBNEK_00747,EAAKBJBK_01045,FMNIPFCJ_00940,GHGEDPDF_00165,OJJBDPGP_00795,NKJPJJEP_00924,OBLOJFDA_00261,NLALJHLH_00473,MJDADDMM_00027,EDKPEHFM_00617,GKLKKKNA_00326,LGNAKCJL_00678,IDKOCMBL_00413,CFGPDMND_00136,DCIIGEBB_00019,CBECPNCO_00520,HGINDJMA_00495,DBLHLLOB_01380,MMPGJHDA_00434,EPGGAPPC_00432,MGJCNIPK_00786,AKIABIOK_00623,HEOIIJDM_00935,GDFGBGJM_01334,LKPJNLPD_00581,CLLCJGKF_01045,CHHPHLEM_00931,NPJENFAK_00849,ANLJHCED_00576,JMCHCOOD_00481,OBBOBBAE_00452,ODKBPENJ_00926,AMOGCKBM_01054
ybaK,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,FKILNLMM_00507,GIPBMKFD_00796,BFKFBIFC_00437,AFFLGDGC_00734,DCGIHJJB_00781,AIKGDNKA_00183,MAIBJLIG_00619,CEAADGFG_00187,FJPIOAPD_00016,MHMPKAEF_00856,MKDEPHEP_01081,GNEALLOE_00925,JKACDCNN_00345,PONOIEHE_00794,FIBOILMM_00708,APCAEHFD_00907,FLPEIIEP_00782,NBBAMHOG_00311,HINIEJCA_00578,OMIKPLOJ_00808,OPLHJKPH_00993,NBLOMMJF_01110,OLMEONEL_00478,KDJKPMPD_00903,NDDDCALJ_01267,DLEBNMND_00713,GEPBNDCO_01175,DFOKPGIE_00801,BEKPBNEK_00749,EAAKBJBK_01043,FMNIPFCJ_00938,GHGEDPDF_00163,OJJBDPGP_00523,NKJPJJEP_00928,OBLOJFDA_00259,NLALJHLH_00469,MJDADDMM_00029,EDKPEHFM_00615,GKLKKKNA_00324,LGNAKCJL_00680,IDKOCMBL_00411,CFGPDMND_00138,DCIIGEBB_00017,CBECPNCO_00522,HGINDJMA_00493,DBLHLLOB_01378,MMPGJHDA_00436,EPGGAPPC_00430,MGJCNIPK_00788,AKIABIOK_00625,HEOIIJDM_01169,GDFGBGJM_01336,LKPJNLPD_00579,CLLCJGKF_01047,CHHPHLEM_00933,NPJENFAK_00847,ANLJHCED_00578,JMCHCOOD_00483,OBBOBBAE_00454,ODKBPENJ_00928,AMOGCKBM_01052
dedA,dedA,Protein DedA,FKILNLMM_00216,GIPBMKFD_00289,BFKFBIFC_00249,AFFLGDGC_00328,DCGIHJJB_01099,AIKGDNKA_00953,MAIBJLIG_00782,CEAADGFG_00139,FJPIOAPD_00763,MHMPKAEF_00674,MKDEPHEP_00457,GNEALLOE_00400,JKACDCNN_00818,PONOIEHE_01057,FIBOILMM_00107,APCAEHFD_00836,FLPEIIEP_00228,NBBAMHOG_00994,HINIEJCA_00705,OMIKPLOJ_00018,OPLHJKPH_00828,NBLOMMJF_01131,OLMEONEL_00147,KDJKPMPD_00964,NDDDCALJ_01210,DLEBNMND_00128,GEPBNDCO_00491,DFOKPGIE_00266,BEKPBNEK_00947,EAAKBJBK_01098,FMNIPFCJ_00376,GHGEDPDF_00240,OJJBDPGP_00112,NKJPJJEP_00322,OBLOJFDA_00835,NLALJHLH_00450,MJDADDMM_00644,EDKPEHFM_00070,GKLKKKNA_00672,LGNAKCJL_01089,IDKOCMBL_00819,CFGPDMND_00797,DCIIGEBB_00353,CBECPNCO_01292,HGINDJMA_00775,DBLHLLOB_01247,MMPGJHDA_00094,,MGJCNIPK_00028,AKIABIOK_00648,HEOIIJDM_01298,GDFGBGJM_00871,LKPJNLPD_00678,CLLCJGKF_00209,CHHPHLEM_01250,NPJENFAK_00237,ANLJHCED_00595,JMCHCOOD_00888,OBBOBBAE_00035,ODKBPENJ_00082,AMOGCKBM_00606
pstB1,pstB1,Phosphate import ATP-binding protein PstB 1,FKILNLMM_00230,GIPBMKFD_00275,BFKFBIFC_00262,AFFLGDGC_00913,DCGIHJJB_01079,AIKGDNKA_00469,MAIBJLIG_00766,CEAADGFG_00153,FJPIOAPD_00865,MHMPKAEF_00659,MKDEPHEP_00471,GNEALLOE_00420,JKACDCNN_00803,PONOIEHE_01120,FIBOILMM_00093,APCAEHFD_00816,FLPEIIEP_00242,NBBAMHOG_01154,HINIEJCA_00719,OMIKPLOJ_00004,OPLHJKPH_00841,NBLOMMJF_01151,OLMEONEL_00162,KDJKPMPD_00839,NDDDCALJ_01232,DLEBNMND_00113,GEPBNDCO_00506,DFOKPGIE_00280,BEKPBNEK_00933,EAAKBJBK_01173,FMNIPFCJ_00362,GHGEDPDF_00255,OJJBDPGP_00853,NKJPJJEP_00307,OBLOJFDA_00850,NLALJHLH_00465,MJDADDMM_00658,EDKPEHFM_00055,GKLKKKNA_00656,LGNAKCJL_01103,IDKOCMBL_00528,CFGPDMND_00812,DCIIGEBB_00373,CBECPNCO_01271,HGINDJMA_00761,DBLHLLOB_01269,MMPGJHDA_00079,,MGJCNIPK_00014,AKIABIOK_01175,HEOIIJDM_00528,GDFGBGJM_00891,LKPJNLPD_00937,CLLCJGKF_00195,CHHPHLEM_00521,NPJENFAK_00592,ANLJHCED_01328,JMCHCOOD_00908,OBBOBBAE_00049,ODKBPENJ_00097,AMOGCKBM_00620
glf,glf,UDP-galactopyranose mutase,FKILNLMM_01066,GIPBMKFD_00697,BFKFBIFC_00132,AFFLGDGC_00289,DCGIHJJB_01025,AIKGDNKA_00197,MAIBJLIG_00942,CEAADGFG_00659,FJPIOAPD_00405,MHMPKAEF_00833,MKDEPHEP_01252,GNEALLOE_00476,JKACDCNN_00260,PONOIEHE_00667,FIBOILMM_00755,APCAEHFD_00362,FLPEIIEP_00680,NBBAMHOG_00531,HINIEJCA_00959,OMIKPLOJ_00998,OPLHJKPH_00027,NBLOMMJF_00887,OLMEONEL_00066,KDJKPMPD_00763,NDDDCALJ_00343,DLEBNMND_00690,GEPBNDCO_00780,DFOKPGIE_00185,BEKPBNEK_00815,EAAKBJBK_00845,FMNIPFCJ_00970,GHGEDPDF_01239,OJJBDPGP_00569,NKJPJJEP_00952,OBLOJFDA_00653,NLALJHLH_00834,MJDADDMM_00475,EDKPEHFM_00813,GKLKKKNA_00158,LGNAKCJL_00014,,CFGPDMND_00169,DCIIGEBB_00971,CBECPNCO_00675,HGINDJMA_00314,DBLHLLOB_01132,MMPGJHDA_00507,EPGGAPPC_00550,MGJCNIPK_00296,AKIABIOK_00988,HEOIIJDM_00992,GDFGBGJM_00163,LKPJNLPD_00501,CLLCJGKF_00382,CHHPHLEM_00396,NPJENFAK_01291,ANLJHCED_00503,JMCHCOOD_00700,OBBOBBAE_00329,ODKBPENJ_00951,AMOGCKBM_00359
pepPI,pepPI,Xaa-Pro aminopeptidase 1,FKILNLMM_00500,GIPBMKFD_00803,BFKFBIFC_00441,AFFLGDGC_00741,DCGIHJJB_00951,AIKGDNKA_00179,MAIBJLIG_00626,CEAADGFG_00182,FJPIOAPD_00012,MHMPKAEF_00849,MKDEPHEP_01074,GNEALLOE_00918,JKACDCNN_00338,PONOIEHE_00801,FIBOILMM_00715,APCAEHFD_00914,FLPEIIEP_00775,NBBAMHOG_00270,HINIEJCA_00571,OMIKPLOJ_00801,OPLHJKPH_01000,NBLOMMJF_00183,OLMEONEL_00485,KDJKPMPD_00907,NDDDCALJ_00951,DLEBNMND_00705,GEPBNDCO_00800,DFOKPGIE_00794,BEKPBNEK_00756,EAAKBJBK_00330,FMNIPFCJ_00931,GHGEDPDF_01132,OJJBDPGP_00530,NKJPJJEP_00937,OBLOJFDA_00252,NLALJHLH_00819,MJDADDMM_00036,EDKPEHFM_00608,GKLKKKNA_00317,LGNAKCJL_00687,IDKOCMBL_00551,CFGPDMND_00145,DCIIGEBB_00309,CBECPNCO_01162,HGINDJMA_00486,DBLHLLOB_01046,MMPGJHDA_00441,EPGGAPPC_00423,MGJCNIPK_01302,AKIABIOK_00632,HEOIIJDM_00675,GDFGBGJM_01155,LKPJNLPD_00413,CLLCJGKF_01054,CHHPHLEM_01086,NPJENFAK_00842,,JMCHCOOD_00636,OBBOBBAE_00461,ODKBPENJ_00935,AMOGCKBM_01045
accA1,accA1,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,FKILNLMM_00596,GIPBMKFD_00716,BFKFBIFC_00150,AFFLGDGC_00308,DCGIHJJB_00996,AIKGDNKA_00137,MAIBJLIG_00961,CEAADGFG_00677,FJPIOAPD_00704,MHMPKAEF_00813,MKDEPHEP_01234,,JKACDCNN_00278,PONOIEHE_01063,FIBOILMM_00773,APCAEHFD_00379,FLPEIIEP_00966,NBBAMHOG_01140,HINIEJCA_00998,OMIKPLOJ_00979,OPLHJKPH_00009,NBLOMMJF_00144,OLMEONEL_00086,KDJKPMPD_00746,NDDDCALJ_00991,DLEBNMND_00671,GEPBNDCO_00761,DFOKPGIE_01253,BEKPBNEK_00833,EAAKBJBK_00365,FMNIPFCJ_00988,GHGEDPDF_00601,OJJBDPGP_00723,NKJPJJEP_00971,OBLOJFDA_00123,NLALJHLH_00854,MJDADDMM_00962,EDKPEHFM_00889,GKLKKKNA_00138,LGNAKCJL_01243,IDKOCMBL_00954,CFGPDMND_00187,DCIIGEBB_01014,CBECPNCO_01121,HGINDJMA_00851,DBLHLLOB_01120,MMPGJHDA_00524,EPGGAPPC_00752,MGJCNIPK_00493,AKIABIOK_00765,HEOIIJDM_00716,GDFGBGJM_01031,LKPJNLPD_00165,CLLCJGKF_00363,CHHPHLEM_01027,NPJENFAK_01229,ANLJHCED_00857,JMCHCOOD_00836,OBBOBBAE_00476,ODKBPENJ_00971,AMOGCKBM_01165
accD5,accD5,putative propionyl-CoA carboxylase beta chain 5,FKILNLMM_00595,GIPBMKFD_00715,BFKFBIFC_00149,AFFLGDGC_00307,DCGIHJJB_00995,AIKGDNKA_00136,MAIBJLIG_00960,CEAADGFG_00676,FJPIOAPD_00703,MHMPKAEF_00814,MKDEPHEP_01235,,JKACDCNN_00277,PONOIEHE_01062,FIBOILMM_00772,APCAEHFD_00378,FLPEIIEP_00965,NBBAMHOG_01141,HINIEJCA_00997,OMIKPLOJ_00980,OPLHJKPH_00010,NBLOMMJF_00145,OLMEONEL_00085,KDJKPMPD_00747,NDDDCALJ_00990,DLEBNMND_00672,GEPBNDCO_00762,DFOKPGIE_01254,BEKPBNEK_00832,EAAKBJBK_00364,FMNIPFCJ_00987,GHGEDPDF_00600,OJJBDPGP_00724,NKJPJJEP_00970,OBLOJFDA_00124,NLALJHLH_00853,MJDADDMM_00963,EDKPEHFM_00888,GKLKKKNA_00139,LGNAKCJL_01244,IDKOCMBL_00955,CFGPDMND_00186,DCIIGEBB_01013,CBECPNCO_01122,HGINDJMA_00852,DBLHLLOB_01121,MMPGJHDA_00523,EPGGAPPC_00753,MGJCNIPK_00494,AKIABIOK_00764,HEOIIJDM_00975,GDFGBGJM_01032,LKPJNLPD_00164,CLLCJGKF_00364,CHHPHLEM_01028,NPJENFAK_01230,ANLJHCED_00856,JMCHCOOD_00835,OBBOBBAE_00475,ODKBPENJ_00970,AMOGCKBM_01164
rnj,rnj;,Ribonuclease J;hypothetical protein,FKILNLMM_00916,GIPBMKFD_01076,BFKFBIFC_00348,AFFLGDGC_00270,DCGIHJJB_00953,AIKGDNKA_00724,MAIBJLIG_00929,CEAADGFG_00947,FJPIOAPD_00298,MHMPKAEF_00847,MKDEPHEP_00392,,JKACDCNN_00247,PONOIEHE_00640,FIBOILMM_00585,APCAEHFD_00335,FLPEIIEP_00706,NBBAMHOG_00272,HINIEJCA_00277,OMIKPLOJ_01024,OPLHJKPH_00052,NBLOMMJF_00181,OLMEONEL_00487,KDJKPMPD_00633,NDDDCALJ_00953,DLEBNMND_00703,GEPBNDCO_00798,DFOKPGIE_00158,BEKPBNEK_01136,EAAKBJBK_00332,FMNIPFCJ_00342,GHGEDPDF_00517,OJJBDPGP_00875,NKJPJJEP_00939,OBLOJFDA_00776,NLALJHLH_00821,MJDADDMM_00501,EDKPEHFM_00531,GKLKKKNA_00315,LGNAKCJL_00040,IDKOCMBL_00998,CFGPDMND_00147,DCIIGEBB_00311,CBECPNCO_01160,HGINDJMA_00295,DBLHLLOB_01044,MMPGJHDA_00848,EPGGAPPC_00537,MGJCNIPK_00665,AKIABIOK_00359,HEOIIJDM_00886,GDFGBGJM_01153,LKPJNLPD_00416,CLLCJGKF_00401,CHHPHLEM_00157,NPJENFAK_01110,ANLJHCED_00536,JMCHCOOD_00634,OBBOBBAE_00310,ODKBPENJ_00937,AMOGCKBM_00334
btuD_2~~~btuD_11~~~btuD_1,btuD_2;btuD_11;btuD_1,Vitamin B12 import ATP-binding protein BtuD,FKILNLMM_00176,GIPBMKFD_00336,BFKFBIFC_00166,AFFLGDGC_00373,DCGIHJJB_01339,AIKGDNKA_00896,MAIBJLIG_00834,CEAADGFG_00061,FJPIOAPD_00814,MHMPKAEF_00720,MKDEPHEP_00413,GNEALLOE_00508,JKACDCNN_00559,PONOIEHE_01013,FIBOILMM_00152,APCAEHFD_00517,FLPEIIEP_00185,NBBAMHOG_01191,HINIEJCA_00657,OMIKPLOJ_00058,OPLHJKPH_00785,NBLOMMJF_00017,OLMEONEL_00654,KDJKPMPD_01032,NDDDCALJ_01296,DLEBNMND_00173,GEPBNDCO_00442,DFOKPGIE_00222,BEKPBNEK_01245,EAAKBJBK_00745,FMNIPFCJ_00416,GHGEDPDF_00654,OJJBDPGP_00064,NKJPJJEP_01066,OBLOJFDA_00867,NLALJHLH_00403,MJDADDMM_00793,EDKPEHFM_00114,GKLKKKNA_00980,LGNAKCJL_00966,IDKOCMBL_00833,CFGPDMND_00476,DCIIGEBB_00957,CBECPNCO_01092,HGINDJMA_00934,DBLHLLOB_01329,MMPGJHDA_00144,EPGGAPPC_00779,MGJCNIPK_00071,AKIABIOK_00734,HEOIIJDM_00855,GDFGBGJM_00444,LKPJNLPD_01079,CLLCJGKF_00257,CHHPHLEM_00453,NPJENFAK_00289,ANLJHCED_01179,JMCHCOOD_00578,,ODKBPENJ_00036,AMOGCKBM_00564
